,Address,Coordinates
8724,456 YISHUN ST 41,"('1.42036919149233', '103.844403667721')"
8725,619C PUNGGOL DR,"('1.40239328837618', '103.910696806603')"
8726,619A PUNGGOL DR,"('1.40260524216302', '103.911426719175')"
8727,618C PUNGGOL DR,"('1.40168628797854', '103.911815829329')"
8728,273B PUNGGOL PL,"('1.40196010771339', '103.901778767439')"
8729,274D PUNGGOL PL,"('1.40303370918855', '103.901688542522')"
8730,289C PUNGGOL PL,"('1.40154924105211', '103.903519454156')"
8731,447A JLN KAYU,"('1.39213828470085', '103.872490555974')"
8732,435C FERNVALE RD,"('1.39359978788204', '103.876912987517')"
8733,572B WOODLANDS AVE 1,"('1.43160689427922', '103.789608911068')"
8734,12B MARSILING LANE,"('1.44108596725738', '103.778120234676')"
8735,457 YISHUN ST 41,"('1.42040416166361', '103.845538830732')"
8736,453 YISHUN ST 41,"('1.41991034065013', '103.845554822212')"
8737,633A SENJA RD,"('1.38558640738414', '103.758340839001')"
8738,633B SENJA RD,"('1.38516970673292', '103.758529145929')"
8739,476A CHOA CHU KANG AVE 5,"('1.37652018482202', '103.738025725932')"
8740,476D CHOA CHU KANG AVE 5,"('1.37727907968964', '103.738418034791')"
8741,618D PUNGGOL DR,"('1.40184131856722', '103.911466174026')"
8742,618A PUNGGOL DR,"('1.40112635117272', '103.912462739151')"
8743,619B PUNGGOL DR,"('1.4028812272329', '103.911042035521')"
8744,12A MARSILING LANE,"('1.44131726915198', '103.778405129794')"
8745,12C MARSILING LANE,"('1.44108587711762', '103.777781234398')"
8746,458 YISHUN AVE 11,"('1.42066776078975', '103.846141804011')"
8747,274B PUNGGOL PL,"('1.40311625745814', '103.902287366854')"
8748,138B LOR 1A TOA PAYOH,"('1.33626408939965', '103.845626191384')"
8749,459 YISHUN AVE 11,"('1.42103574926841', '103.846333547036')"
8750,80B TELOK BLANGAH ST 31,"('1.27347684062073', '103.806810311765')"
8751,623C PUNGGOL CTRL,"('1.39963286520916', '103.911458504685')"
8752,623A PUNGGOL CTRL,"('1.39988482536912', '103.91189638413')"
8753,619D PUNGGOL DR,"('1.40211730418562', '103.911081490497')"
8754,624C PUNGGOL CTRL,"('1.40049144817147', '103.911982951019')"
8755,51 C'WEALTH DR,"('1.30153486975605', '103.79764036202')"
8756,53 C'WEALTH DR,"('1.30205878257013', '103.796581739102')"
8757,50 C'WEALTH DR,"('1.30112909158394', '103.797123032464')"
8758,446B JLN KAYU,"('1.3917668903484', '103.873322981775')"
8759,139A LOR 1A TOA PAYOH,"('1.33627775831234', '103.844044881122')"
8760,138A LOR 1A TOA PAYOH,"('1.33671098513786', '103.845472945511')"
8761,570C WOODLANDS AVE 1,"('1.43147277406855', '103.78998191026')"
8762,633C SENJA RD,"('1.38473473131824', '103.759217747785')"
8763,417 CLEMENTI AVE 1,"('1.31022566649471', '103.770901847179')"
8764,623B PUNGGOL CTRL,"('1.39935935540286', '103.911836712507')"
8765,52 C'WEALTH DR,"('1.30190334034959', '103.797243238583')"
8766,447B JLN KAYU,"('1.39246632922429', '103.873207670352')"
8767,138C LOR 1A TOA PAYOH,"('1.33626413671063', '103.844907413472')"
8768,139B LOR 1A TOA PAYOH,"('1.33671109109394', '103.843878159336')"
8769,169B PUNGGOL FIELD,"('1.39322466506004', '103.914067696947')"
8770,168C PUNGGOL FIELD,"('1.39390315065765', '103.913776841169')"
8771,168D PUNGGOL FIELD,"('1.39374676775181', '103.914001603344')"
8772,271B PUNGGOL WALK,"('1.40417054982357', '103.900581094235')"
8773,570A WOODLANDS AVE 1,"('1.43058343799569', '103.790845778879')"
8774,570B WOODLANDS AVE 1,"('1.43106395458307', '103.790454078756')"
8775,633D SENJA RD,"('1.38461189714551', '103.759602675107')"
8776,505 WEST COAST DR,"('1.31228054125456', '103.759981529056')"
8777,622A PUNGGOL CTRL,"('1.39992780139037', '103.911046885541')"
8778,617A PUNGGOL DR,"('1.40232925703382', '103.911811406545')"
8779,571A WOODLANDS AVE 1,"('1.43017030750239', '103.791091612057')"
8780,624B PUNGGOL CTRL,"('1.40073958769672', '103.911717542004')"
8781,169C PUNGGOL FIELD,"('1.3936210916849', '103.91422364645')"
8782,271D PUNGGOL WALK,"('1.40351432588188', '103.90089026171')"
8783,272B PUNGGOL WALK,"('1.40329566781155', '103.900235418859')"
8784,271A PUNGGOL WALK,"('1.40374540391316', '103.900318866448')"
8785,271C PUNGGOL WALK,"('1.40394165900883', '103.901034337843')"
8786,571C WOODLANDS AVE 1,"('1.43037573758391', '103.789927860576')"
8787,571B WOODLANDS AVE 1,"('1.43013163139671', '103.790642444468')"
8788,181A BOON LAY DR,"('1.34849083792572', '103.708097262621')"
8789,622B PUNGGOL CTRL,"('1.40034369782027', '103.91054120733')"
8790,170C PUNGGOL FIELD,"('1.39310784191806', '103.914546399185')"
8791,624A PUNGGOL CTRL,"('1.40086241223827', '103.911368717759')"
8792,208C PUNGGOL PL,"('1.40094119675936', '103.901144550587')"
8793,272A PUNGGOL WALK,"('1.40314525876874', '103.900666001893')"
8794,272C PUNGGOL WALK,"('1.40285706492636', '103.900067172851')"
8795,170B PUNGGOL FIELD,"('1.39333774612629', '103.914700909157')"
8796,169A PUNGGOL FIELD,"('1.3930827465106', '103.914282199575')"
8797,207A PUNGGOL PL,"('1.40028667892624', '103.901012370624')"
8798,572A WOODLANDS AVE 1,"('1.43086687491645', '103.78955465026')"
8799,372 JURONG EAST ST 32,"('1.34865823382569', '103.731789499274')"
8800,180A BOON LAY DR,"('1.34761769756975', '103.708643921054')"
8801,622C PUNGGOL CTRL,"('1.40066894609175', '103.910949387669')"
8802,207B PUNGGOL PL,"('1.40032558873828', '103.900735275237')"
8803,450A SENGKANG WEST WAY,"('1.39446814841577', '103.873506723327')"
8804,499B TAMPINES AVE 9,"('1.35887020526725', '103.956331658876')"
8805,180B BOON LAY DR,"('1.34783388478562', '103.709071008155')"
8806,207C PUNGGOL PL,"('1.40065367495307', '103.900348693368')"
8807,272D PUNGGOL WALK,"('1.40273347530835', '103.90046347534')"
8808,180C BOON LAY DR,"('1.34842916785754', '103.708720552283')"
8809,208B PUNGGOL PL,"('1.40136154264137', '103.901127196589')"
8810,211B PUNGGOL WALK,"('1.40116989540271', '103.899920878173')"
8811,170A PUNGGOL FIELD,"('1.39356094752398', '103.914860704891')"
8812,207D PUNGGOL PL,"('1.40094652941198', '103.900708420292')"
8813,987A BUANGKOK GREEN,"('1.37988778365709', '103.878384864309')"
8814,371 JURONG EAST ST 32,"('1.3483083591294', '103.731919903016')"
8815,209C PUNGGOL PL,"('1.39930949012592', '103.900792344556')"
8816,208A PUNGGOL PL,"('1.40146324574732', '103.900761051711')"
8817,180A RIVERVALE CRES,"('1.39025909742147', '103.909624930156')"
8818,450B SENGKANG WEST WAY,"('1.39404770183665', '103.873345691812')"
8819,178D RIVERVALE CRES,"('1.38904079413305', '103.91071884624')"
8820,448A SENGKANG WEST WAY,"('1.39293649855269', '103.87299848136')"
8821,430D FERNVALE LINK,"('1.3948267807044', '103.878003319945')"
8822,499A TAMPINES AVE 9,"('1.35898074323', '103.955770191568')"
8823,887C WOODLANDS DR 50,"('1.43713355325158', '103.794671398859')"
8824,181B BOON LAY DR,"('1.34879350516626', '103.70841773457')"
8825,180D RIVERVALE CRES,"('1.3893584945611', '103.910398123408')"
8826,430C FERNVALE LINK,"('1.39458976282864', '103.878281439779')"
8827,450C SENGKANG WEST WAY,"('1.39381453106764', '103.873364255801')"
8828,433B SENGKANG WEST WAY,"('1.39388894272879', '103.877494624525')"
8829,987B BUANGKOK GREEN,"('1.37939224749513', '103.878283914186')"
8830,211D PUNGGOL WALK,"('1.40093563151906', '103.899198538')"
8831,211A PUNGGOL WALK,"('1.401759847011', '103.899944347349')"
8832,210B PUNGGOL PL,"('1.40018624466167', '103.900097012053')"
8833,180B RIVERVALE CRES,"('1.38994718706066', '103.909449885028')"
8834,432B SENGKANG WEST WAY,"('1.39397232900968', '103.877135274753')"
8835,178A RIVERVALE CRES,"('1.38897323682802', '103.909651586289')"
8836,886D WOODLANDS DR 50,"('1.43792555826836', '103.794619629415')"
8837,887A WOODLANDS DR 50,"('1.43719216541067', '103.793890876939')"
8838,987C BUANGKOK GREEN,"('1.37932814617762', '103.877789199364')"
8839,988A BUANGKOK GREEN,"('1.37946759731567', '103.877266477065')"
8840,988C BUANGKOK GREEN,"('1.38029686296144', '103.877266407149')"
8841,211C PUNGGOL WALK,"('1.40076049275572', '103.899613559601')"
8842,210C PUNGGOL PL,"('1.39965440414761', '103.899915641085')"
8843,213B PUNGGOL WALK,"('1.40071962129705', '103.898484713692')"
8844,448B SENGKANG WEST WAY,"('1.39341981691827', '103.873319886194')"
8845,180C RIVERVALE CRES,"('1.38949150176116', '103.90966042653')"
8846,887B WOODLANDS DR 50,"('1.43720254481335', '103.794350937623')"
8847,886C WOODLANDS DR 50,"('1.43773146039956', '103.794135764157')"
8848,9B BOON TIONG RD,"('1.286814173027', '103.82892831117')"
8849,988B BUANGKOK GREEN,"('1.37989436347789', '103.877406233754')"
8850,210A PUNGGOL PL,"('1.40006828077946', '103.900399322855')"
8851,212A PUNGGOL WALK,"('1.39996056106688', '103.898983585947')"
8852,209A PUNGGOL PL,"('1.39973067460365', '103.900732056743')"
8853,213A PUNGGOL WALK,"('1.40030900317851', '103.898075134619')"
8854,430A FERNVALE LINK,"('1.39387016239186', '103.878517201425')"
8855,430B FERNVALE LINK,"('1.39390769406304', '103.8782232872')"
8856,886B WOODLANDS DR 50,"('1.43825809969323', '103.794115487248')"
8857,9A BOON TIONG RD,"('1.2868271524179', '103.828659487514')"
8858,174A HOUGANG AVE 1,"('1.34959952841041', '103.888750009608')"
8859,212B PUNGGOL WALK,"('1.40040423922635', '103.899484284229')"
8860,209B PUNGGOL PL,"('1.39973051378134', '103.900935406518')"
8861,213C PUNGGOL WALK,"('1.4005984949975', '103.898920186089')"
8862,178B RIVERVALE CRES,"('1.38854689304718', '103.910034044279')"
8863,433A SENGKANG WEST WAY,"('1.39494947298112', '103.877566961287')"
8864,432A SENGKANG WEST WAY,"('1.39475047645333', '103.877202311729')"
8865,886A WOODLANDS DR 50,"('1.43829151566128', '103.794612853493')"
8866,10A BOON TIONG RD,"('1.28635847107695', '103.82962615571')"
8867,570 CHOA CHU KANG ST 52,"('1.39420126519282', '103.744465180235')"
8868,573 CHOA CHU KANG ST 52,"('1.39441682553354', '103.745432631111')"
8869,183A BOON LAY AVE,"('1.34861794801802', '103.709737700176')"
8870,183D BOON LAY AVE,"('1.34909289443558', '103.709041526551')"
8871,463B SEMBAWANG DR,"('1.45599868966281', '103.813971740295')"
8872,178C RIVERVALE CRES,"('1.38873270132208', '103.910660470449')"
8873,426A YISHUN AVE 11,"('1.42308082717826', '103.846419380158')"
8874,347A YISHUN AVE 11,"('1.42793924371366', '103.842676976311')"
8875,488 SEGAR RD,"('1.38952670931463', '103.771409031633')"
8876,572 CHOA CHU KANG ST 52,"('1.39371762095466', '103.745303811777')"
8877,574 CHOA CHU KANG ST 52,"('1.39441490205275', '103.745142689272')"
8878,183C BOON LAY AVE,"('1.34865680572114', '103.709097367424')"
8879,265A PUNGGOL WAY,"('1.40566686857539', '103.898715616217')"
8880,463C SEMBAWANG DR,"('1.45623509145475', '103.814292200264')"
8881,451A SENGKANG WEST WAY,"('1.39434919388296', '103.874053796487')"
8882,348D YISHUN AVE 11,"('1.42692662097559', '103.842896956705')"
8883,426C YISHUN AVE 11,"('1.42271649180053', '103.846963657212')"
8884,336B YISHUN ST 31,"('1.43137338046797', '103.844331402418')"
8885,426D YISHUN AVE 11,"('1.42312201562129', '103.84749822076')"
8886,336C YISHUN ST 31,"('1.43184054730221', '103.844133465')"
8887,486 SEGAR RD,"('1.38924060817621', '103.77162077126')"
8888,487 SEGAR RD,"('1.38917307077872', '103.771106194707')"
8889,166A TECK WHYE CRES,"('1.38329360087486', '103.753025884378')"
8890,183B BOON LAY AVE,"('1.34832613059279', '103.709690144917')"
8891,265C PUNGGOL WAY,"('1.40499728975087', '103.898518563343')"
8892,265B PUNGGOL WAY,"('1.40519969260241', '103.898662558654')"
8893,463A SEMBAWANG DR,"('1.45559843682203', '103.814045150572')"
8894,426B YISHUN AVE 11,"('1.4227214845963', '103.846366899948')"
8895,428B YISHUN AVE 11,"('1.42207815400064', '103.847233385196')"
8896,485 SEGAR RD,"('1.38868132378093', '103.771312569429')"
8897,265D PUNGGOL WAY,"('1.40482604982361', '103.89830171747')"
8898,452B SENGKANG WEST WAY,"('1.39359219975011', '103.873975642578')"
8899,452A SENGKANG WEST WAY,"('1.39354732029357', '103.874486020747')"
8900,782A WOODLANDS CRES,"('1.44746650320484', '103.802661294631')"
8901,348A YISHUN AVE 11,"('1.42735307116966', '103.841219186625')"
8902,347B YISHUN AVE 11,"('1.42749509336445', '103.842377140401')"
8903,348C YISHUN AVE 11,"('1.42714143019714', '103.84223128885')"
8904,571 CHOA CHU KANG ST 52,"('1.39395095192101', '103.744927626518')"
8905,266C PUNGGOL WAY,"('1.40515419785373', '103.897805221585')"
8906,590A MONTREAL LINK,"('1.45035573249189', '103.826654919951')"
8907,451B SENGKANG WEST WAY,"('1.39429893366267', '103.874547411666')"
8908,326A ANCHORVALE RD,"('1.39491417297588', '103.88800013779')"
8909,780B WOODLANDS CRES,"('1.448942460118', '103.801016266355')"
8910,782D WOODLANDS CRES,"('1.44817394200904', '103.803035445933')"
8911,782B WOODLANDS CRES,"('1.44746980055218', '103.803227069534')"
8912,348B YISHUN AVE 11,"('1.42727813190218', '103.841979979174')"
8913,316B YISHUN AVE 9,"('1.43286932101608', '103.842697590791')"
8914,546B SEGAR RD,"('1.38879453668982', '103.769891778175')"
8915,196B BOON LAY DR,"('1.34278860969526', '103.714301445473')"
8916,266B PUNGGOL WAY,"('1.40557473862472', '103.897925654424')"
8917,266D PUNGGOL WAY,"('1.40493960067331', '103.89803677792')"
8918,591A MONTREAL LINK,"('1.45075627789135', '103.826236742405')"
8919,592B MONTREAL LINK,"('1.45066388771139', '103.827601887037')"
8920,593A MONTREAL LINK,"('1.45154716074707', '103.827907536375')"
8921,592C MONTREAL LINK,"('1.45093931289388', '103.828070545183')"
8922,780E WOODLANDS CRES,"('1.44800009031143', '103.801700391926')"
8923,424D YISHUN AVE 11,"('1.42282966353596', '103.849223389089')"
8924,335C YISHUN ST 31,"('1.43248777014111', '103.844367368405')"
8925,336A YISHUN ST 31,"('1.43129939349116', '103.84467527369')"
8926,546A SEGAR RD,"('1.38852628729508', '103.77035294286')"
8927,471A UPP SERANGOON CRES,"('1.37814544014756', '103.901767342056')"
8928,197C BOON LAY DR,"('1.34340319524201', '103.713686073692')"
8929,313B SUMANG LINK,"('1.41023954723192', '103.902143588407')"
8930,592A MONTREAL LINK,"('1.45093939112951', '103.827087654463')"
8931,590B MONTREAL LINK,"('1.45008621870701', '103.827067209255')"
8932,326B ANCHORVALE RD,"('1.3953117728698', '103.888014709966')"
8933,327A ANCHORVALE RD,"('1.39525631314867', '103.888613356075')"
8934,327C ANCHORVALE RD,"('1.39609319862488', '103.888720918656')"
8935,282B SENGKANG EAST AVE,"('1.38475821943149', '103.891986745715')"
8936,281B SENGKANG EAST AVE,"('1.38572827063194', '103.891859598966')"
8937,282A SENGKANG EAST AVE,"('1.38528977819863', '103.891907359174')"
8938,522A TAMPINES CTRL 7,"('1.3577691377884', '103.938391967692')"
8939,522C TAMPINES CTRL 7,"('1.35800481305316', '103.939416135735')"
8940,782C WOODLANDS CRES,"('1.44768422279415', '103.803460439858')"
8941,780A WOODLANDS CRES,"('1.44867890682994', '103.80077081866')"
8942,780C WOODLANDS CRES,"('1.44911111477951', '103.801346682135')"
8943,780D WOODLANDS CRES,"('1.44811996098033', '103.801945841636')"
8944,424A YISHUN AVE 11,"('1.42322643296322', '103.848049317931')"
8945,333B YISHUN ST 31,"('1.43195783277463', '103.845379076263')"
8946,430A YISHUN AVE 11,"('1.42141170441529', '103.848563744666')"
8947,333A YISHUN ST 31,"('1.43193955083877', '103.844987122713')"
8948,315B YISHUN AVE 9,"('1.43193085614681', '103.842565042895')"
8949,334B YISHUN ST 31,"('1.4325330290687', '103.845705616567')"
8950,315A YISHUN AVE 9,"('1.43238385408312', '103.842384119393')"
8951,547D SEGAR RD,"('1.38890112645022', '103.7690032304')"
8952,547A SEGAR RD,"('1.38806381747058', '103.77000953634')"
8953,546C SEGAR RD,"('1.38899257137165', '103.769500699103')"
8954,166B TECK WHYE CRES,"('1.38315989308266', '103.753400918803')"
8955,470A UPP SERANGOON CRES,"('1.37905480016802', '103.901927831856')"
8956,470C UPP SERANGOON CRES,"('1.37846690134357', '103.900804189301')"
8957,471B UPP SERANGOON CRES,"('1.37801001262766', '103.901070789874')"
8958,313A SUMANG LINK,"('1.4098518409694', '103.901995283996')"
8959,593B MONTREAL LINK,"('1.4513699701967', '103.828324578002')"
8960,590C MONTREAL LINK,"('1.44994314368403', '103.82672063438')"
8961,281A SENGKANG EAST AVE,"('1.38609224063789', '103.891561108663')"
8962,332C ANCHORVALE LINK,"('1.39500219567352', '103.891960984474')"
8963,327B ANCHORVALE RD,"('1.39564692396452', '103.888633293583')"
8964,332A ANCHORVALE LINK,"('1.39532164438575', '103.891136801306')"
8965,332B ANCHORVALE LINK,"('1.39510794817993', '103.891456224107')"
8966,333D ANCHORVALE LINK,"('1.39422494446126', '103.892243948665')"
8967,333B ANCHORVALE LINK,"('1.39457895953303', '103.891425367847')"
8968,280A SENGKANG EAST AVE,"('1.38616165479022', '103.892278601256')"
8969,869A TAMPINES AVE 8,"('1.35501799093941', '103.93231742743')"
8970,869B TAMPINES AVE 8,"('1.35485562982979', '103.932709165692')"
8971,780F WOODLANDS CRES,"('1.44777726469884', '103.801148446244')"
8972,424C YISHUN AVE 11,"('1.42325871209596', '103.849154996435')"
8973,428A YISHUN AVE 11,"('1.42252779234301', '103.847445232519')"
8974,431C YISHUN AVE 1,"('1.42019719250114', '103.84650450091')"
8975,431B YISHUN AVE 1,"('1.4203331802259', '103.847102448565')"
8976,315C YISHUN AVE 9,"('1.43236736579943', '103.843300865333')"
8977,318C YISHUN AVE 9,"('1.43338279018701', '103.843517908933')"
8978,316C YISHUN AVE 9,"('1.43292306072856', '103.843472712009')"
8979,547B SEGAR RD,"('1.38843774527561', '103.769252590551')"
8980,174B HOUGANG AVE 1,"('1.34955516910381', '103.889276891994')"
8981,470B UPP SERANGOON CRES,"('1.37893083811935', '103.900988286293')"
8982,196A BOON LAY DR,"('1.34290239942022', '103.713939473716')"
8983,197B BOON LAY DR,"('1.3437815486012', '103.713531362621')"
8984,197D BOON LAY DR,"('1.34360788239264', '103.713869407659')"
8985,312C SUMANG LINK,"('1.41090728228615', '103.901186083098')"
8986,312A SUMANG LINK,"('1.41081926900094', '103.900371677782')"
8987,266A PUNGGOL WAY,"('1.40596071590593', '103.897970713861')"
8988,453B FERNVALE RD,"('1.3942988861693', '103.875110781799')"
8989,334A ANCHORVALE CRES,"('1.39838638603313', '103.889425801052')"
8990,326C ANCHORVALE RD,"('1.39571712840417', '103.888065431995')"
8991,333C ANCHORVALE LINK,"('1.39441572025048', '103.891773836701')"
8992,280B SENGKANG EAST AVE,"('1.38616197671749', '103.892091814343')"
8993,282C SENGKANG EAST AVE,"('1.38509615954884', '103.892548305538')"
8994,868A TAMPINES AVE 8,"('1.35544681770999', '103.932544278099')"
8995,522B TAMPINES CTRL 7,"('1.35782276633146', '103.939084809112')"
8996,782E WOODLANDS CRES,"('1.44805153860282', '103.802708834923')"
8997,424B YISHUN AVE 11,"('1.42324554532359', '103.84854187629')"
8998,316A YISHUN AVE 9,"('1.43335530681195', '103.842705084631')"
8999,430B YISHUN AVE 11,"('1.42098709730833', '103.848612654306')"
9000,429B YISHUN AVE 11,"('1.42171591948582', '103.849243699301')"
9001,431D YISHUN AVE 1,"('1.4199690584837', '103.846969476811')"
9002,334C YISHUN ST 31,"('1.43262608290991', '103.846381694939')"
9003,432D YISHUN AVE 1,"('1.4197951639605', '103.846174058788')"
9004,432C YISHUN AVE 1,"('1.41949570230706', '103.845973427257')"
9005,175C YUNG KUANG RD,"('1.33278786165574', '103.721640089539')"
9006,175A YUNG KUANG RD,"('1.33195222315743', '103.721513951179')"
9007,527A PASIR RIS ST 51,"('1.36842293498041', '103.947593701801')"
9008,313C SUMANG LINK,"('1.41062885103467', '103.901551852458')"
9009,453A FERNVALE RD,"('1.39447883247668', '103.875558391505')"
9010,331C ANCHORVALE ST,"('1.39557791060487', '103.889773699699')"
9011,279C SENGKANG EAST AVE,"('1.38572932197005', '103.892595434586')"
9012,326D ANCHORVALE RD,"('1.39613052938418', '103.888097116033')"
9013,333A ANCHORVALE LINK,"('1.39468433299355', '103.89086832093')"
9014,334B ANCHORVALE CRES,"('1.39846172684413', '103.889969214694')"
9015,868C TAMPINES AVE 8,"('1.35585780112316', '103.933334387633')"
9016,523B TAMPINES CTRL 7,"('1.35986668073238', '103.938372890966')"
9017,523C TAMPINES CTRL 7,"('1.35988670789408', '103.938870018657')"
9018,342B YISHUN RING RD,"('1.43024596089696', '103.844838329615')"
9019,432B YISHUN AVE 1,"('1.41909993352842', '103.846461812401')"
9020,334D YISHUN ST 31,"('1.43241464963844', '103.846517127438')"
9021,197A BOON LAY DR,"('1.3441061022632', '103.713719208827')"
9022,175B YUNG KUANG RD,"('1.33283359282698', '103.721043381424')"
9023,526A PASIR RIS ST 51,"('1.36754162355292', '103.947105433712')"
9024,525C PASIR RIS ST 51,"('1.3699604913861', '103.947452111279')"
9025,524A PASIR RIS ST 51,"('1.37127969347365', '103.94771493702')"
9026,312B SUMANG LINK,"('1.41135309598215', '103.900614672147')"
9027,264A PUNGGOL WAY,"('1.40597704114999', '103.898544055197')"
9028,453D FERNVALE RD,"('1.39341707295426', '103.875340178233')"
9029,279A SENGKANG EAST AVE,"('1.38577466101388', '103.893065739187')"
9030,440A FERNVALE LINK,"('1.39318853941818', '103.878692030242')"
9031,329A ANCHORVALE ST,"('1.39619302195076', '103.88972181068')"
9032,453C FERNVALE RD,"('1.39353259342993', '103.875029902679')"
9033,279B SENGKANG EAST AVE,"('1.38541559450444', '103.892986078183')"
9034,519C TAMPINES CTRL 8,"('1.35621338867608', '103.939960455271')"
9035,317C YISHUN AVE 9,"('1.43378048287839', '103.843105705893')"
9036,431A YISHUN AVE 1,"('1.41960682497896', '103.84728823711')"
9037,317A YISHUN AVE 9,"('1.43450592896688', '103.843292004282')"
9038,318B YISHUN AVE 9,"('1.43367833611169', '103.843871260947')"
9039,318A YISHUN AVE 9,"('1.43407449681869', '103.843573649647')"
9040,547C SEGAR RD,"('1.38853827277489', '103.768773256544')"
9041,459 SEGAR RD,"('1.38761161193831', '103.771717424957')"
9042,527B PASIR RIS ST 51,"('1.36899453114432', '103.947710069014')"
9043,261C PUNGGOL WAY,"('1.40562302458525', '103.896470406908')"
9044,440C FERNVALE LINK,"('1.39254251803193', '103.878161021085')"
9045,329B ANCHORVALE ST,"('1.39576281508857', '103.889466805657')"
9046,440B FERNVALE LINK,"('1.39329062882167', '103.878138964178')"
9047,331B ANCHORVALE ST,"('1.39567244030632', '103.890125430899')"
9048,335B ANCHORVALE CRES,"('1.39857707216124', '103.888490151459')"
9049,524B TAMPINES CTRL 7,"('1.35895813519086', '103.938911100785')"
9050,520A TAMPINES CTRL 8,"('1.35701024664546', '103.939911246503')"
9051,519B TAMPINES CTRL 8,"('1.35743365377488', '103.940051716546')"
9052,523A TAMPINES CTRL 7,"('1.35937098724463', '103.938378633561')"
9053,519D TAMPINES CTRL 8,"('1.35620782102782', '103.939593965028')"
9054,333D YISHUN ST 31,"('1.43208985750645', '103.846198333971')"
9055,342C YISHUN RING RD,"('1.42991891753486', '103.844367469818')"
9056,334A YISHUN ST 31,"('1.43290624174601', '103.844695383831')"
9057,335A YISHUN ST 31,"('1.43328052675083', '103.844436750229')"
9058,432A YISHUN AVE 1,"('1.41930728950471', '103.847043629046')"
9059,461 SEGAR RD,"('1.3869743448416', '103.771280059955')"
9060,635B SENJA RD,"('1.38660275237577', '103.757710467868')"
9061,550B SEGAR RD,"('1.38959118621', '103.76744702208')"
9062,138A YUAN CHING RD,"('1.32793696486555', '103.7241782483')"
9063,528B PASIR RIS ST 51,"('1.37062340418468', '103.948163757719')"
9064,525A PASIR RIS ST 51,"('1.36919989142635', '103.947298306263')"
9065,526D PASIR RIS ST 51,"('1.36866830502329', '103.947274003279')"
9066,526B PASIR RIS ST 51,"('1.36789275657772', '103.947032722415')"
9067,520C TAMPINES CTRL 8,"('1.35674170789189', '103.939692399456')"
9068,523D TAMPINES CTRL 7,"('1.35935847028614', '103.938908760398')"
9069,180B MARSILING RD,"('1.43905659750822', '103.778349763028')"
9070,504A YISHUN ST 51,"('1.41776314973521', '103.844367647831')"
9071,335B YISHUN ST 31,"('1.43284184188975', '103.844333075878')"
9072,333C YISHUN ST 31,"('1.43188998756065', '103.845790190244')"
9073,10B BOON TIONG RD,"('1.28633684743341', '103.829204757258')"
9074,548B SEGAR RD,"('1.38942073606675', '103.768573656612')"
9075,460 SEGAR RD,"('1.38725146572543', '103.772083507035')"
9076,549B SEGAR RD,"('1.38973728584298', '103.767840228613')"
9077,634A SENJA RD,"('1.38579809218637', '103.757614659363')"
9078,635A SENJA RD,"('1.38656225824527', '103.757208072494')"
9079,549A SEGAR RD,"('1.38969403291015', '103.768385840702')"
9080,476B UPP SERANGOON VIEW,"('1.37732845210704', '103.904212191193')"
9081,528A PASIR RIS ST 51,"('1.37021066906466', '103.947986536645')"
9082,525B PASIR RIS ST 51,"('1.3695904828869', '103.947455951519')"
9083,526C PASIR RIS ST 51,"('1.36829430551953', '103.947266008776')"
9084,524B PASIR RIS ST 51,"('1.37093178459665', '103.947562573809')"
9085,259B PUNGGOL FIELD,"('1.40387830838582', '103.895238808655')"
9086,334C ANCHORVALE CRES,"('1.39742222673837', '103.889703923973')"
9087,330B ANCHORVALE ST,"('1.39655770884234', '103.890240536174')"
9088,331A ANCHORVALE ST,"('1.39594975733852', '103.890467920512')"
9089,335A ANCHORVALE CRES,"('1.39835828293606', '103.889074371303')"
9090,336B ANCHORVALE CRES,"('1.39753870318824', '103.889080056801')"
9091,335C ANCHORVALE CRES,"('1.39844903339851', '103.888155361419')"
9092,336D ANCHORVALE CRES,"('1.39776902487201', '103.888235889907')"
9093,890C TAMPINES AVE 1,"('1.34731357875035', '103.933767368291')"
9094,890A TAMPINES AVE 1,"('1.34672448664678', '103.933876119392')"
9095,524A TAMPINES CTRL 7,"('1.35835090267773', '103.938908840402')"
9096,519A TAMPINES CTRL 8,"('1.35727594461393', '103.940381600354')"
9097,429A YISHUN AVE 11,"('1.42209731725453', '103.849560369299')"
9098,317B YISHUN AVE 9,"('1.43416878511817', '103.842950441024')"
9099,505C YISHUN ST 51,"('1.41923754461468', '103.844227928881')"
9100,747A BEDOK RESERVOIR CRES,"('1.3366395590937', '103.921284387946')"
9101,748A BEDOK RESERVOIR CRES,"('1.33641902814806', '103.920993282716')"
9102,748C BEDOK RESERVOIR CRES,"('1.33616175628116', '103.921492598319')"
9103,747B BEDOK RESERVOIR CRES,"('1.33666009454076', '103.921624733709')"
9104,550A SEGAR RD,"('1.38911206246444', '103.767301515652')"
9105,454 FAJAR RD,"('1.38450243119902', '103.771537431563')"
9106,636B SENJA RD,"('1.38762470759976', '103.758331445094')"
9107,475C UPP SERANGOON CRES,"('1.3752181944865', '103.899995251993')"
9108,475B UPP SERANGOON CRES,"('1.3757740461149', '103.899965684738')"
9109,138D YUAN CHING RD,"('1.32846031138004', '103.723287795397')"
9110,527C PASIR RIS ST 51,"('1.36937329925111', '103.947970231713')"
9111,528C PASIR RIS ST 51,"('1.37098530908868', '103.948216908449')"
